"","title","author","date","body","url","just_stop_oil"
"29","Ruling against Just Stop Oil doctor alarms BMA","By Eleanor Lawson",2024-04-22,"The British Medical Association (BMA) has said it is ""very concerned"" by a tribunal's finding that a doctor who was arrested after peacefully participating in Just Stop Oil protests had committed professional misconduct. The Medical Practitioners Tribunal Service ruled Dr Sarah Benn's fitness to practise was impaired and said it must consider whether a sanction should be imposed on her registration. The General Medical Council (GMC), which referred the case, said the hearing was convened due to the fact her actions at Kingsbury oil terminal in Warwickshire broke the law and resulted in her imprisonment. But Dr Emma Runswick, BMA deputy chair of council, said there was ""no possible public or patient interest"" in such circumstances for proceedings where potential sanctions included the removal of a doctor's licence. Addressing the tribunal's findings, Dr Runswick said the BMA was concerned Dr Benn’s registration as a doctor could be threatened for taking part in peaceful protests relating to the climate change emergency. She said: ""Climate change has been declared the biggest potential health crisis in the world by the World Health Organisation (WHO). ""The reality is that cases such as this risk adding to the sense of fear doctors hold about the GMC and the medical practitioner tribunals. ""We hope that simple common sense will prevail in this case, as maintaining the high standards and good reputation of the medical profession will not be progressed by taking action against those taking part in peaceful climate change action."" The tribunal related in total to three protests Just Stop Oil conducted outside the terminal on 26 April 2022, 4 May 2022, and 14 September 2022. An injunction had previously been granted against people participating in climate change protests in the locality. A high court judge sentenced Dr Benn to eight days on remand in custody for the events of 26 April and 4 May 2022, after she failed to answer her bail on 4 May and instead attended a protest at the terminal. On 14 September, Dr Benn was arrested along with 51 others after obstructing a private access road, preventing vehicle access in and out of the terminal. For that, she received a 32-day prison sentence. Dr Benn told the hearing the British Medical Journal had called on governments to act urgently on climate, especially those in wealthier countries such as the UK. Dr Runswick said the BMA would be formally responding to current GMC rules on procedure, stating: ""[This] offers a unique opportunity to consider automatic referrals to tribunals in such cases and specifically whether the rules are appropriate where the context is peaceful protest."" Follow BBC West Midlands on Facebook, X and Instagram. Send your story ideas to: newsonline.westmidlands@bbc.co.uk","https://www.bbc.com/news/articles/c0x0zzey7lpo",1
"30","Two more arrests over MP's office protest","By Pamela Bilalova",2024-04-29,"Two more people have been arrested after an MP's office was targeted in a demonstration against a new coal mine. Mark Jenkinson's constituency base in Maryport was covered in posters reading ""Stop Tory Coal"" at about 08:10 BST on Friday. Protest group Just Stop Oil said opening a new mine in Cumbria was ""total madness"", but Mr Jenkinson dubbed the protesters ""spoilt, middle-class climate clowns"". Cumbria Police confirmed a total of four women had been arrested on suspicion of criminal damage. All have been released on bail while investigations continue. Permission for a mine near Whitehaven was granted in December 2022, making it the first new coal mine to be approved in 30 years. At the time, critics argued it would undermine climate change targets, while supporters welcomed promised jobs. Mr Jenkinson, who is the Conservative MP for Workington, hit out at the protesters, calling them ""plonkers"" in a social media post. Speaking to the BBC on Friday, he described them as ""entitled morons who think they are above the law"". He added: “Unfortunately, the film on the glass has been scratched and some of the paintwork damaged."" In a statement, Just Stop Oil questioned whether Mr Jenkinson's tirade in response to their actions was the ""standard of adolescent response"" constituents deserved. Follow BBC Cumbria on X (formerly Twitter), Facebook and Instagram. Send your story ideas to northeastandcumbria@bbc.co.uk.","https://www.bbc.com/news/articles/c6py0pxrrdmo",1
"31","Just Stop Oil doctor's fitness to practise 'impaired'","By Eleanor Lawson",2024-04-19,"A tribunal has found a doctor's fitness to practise to be impaired due to misconduct after she was involved in a number of Just Stop Oil protests. Dr Sarah Benn, a GP in Birmingham until 2022, was arrested after taking part in demonstrations at the Kingsbury oil terminal in Warwickshire. The General Medical Council (GMC) said the proceedings were not brought as a reaction to her participation in protests, but the fact that her actions broke the law and resulted in her imprisonment. The tribunal said it must now consider what sanction, if any, to impose on the doctor’s registration. Dr Benn said as a doctor, she had a moral duty to take action to protect life and health and that the climate emergency was a health emergency which was ""happening now"". At the tribunal, the 57-year-old referred to the British Medical Journal and stated they were calling on governments and leaders to act urgently on climate change, especially those in wealthier countries such as the UK. She also submitted that there was evidence that non-violent direct action helped to change policy and law, and that this had been proven by history, citing the example of the Suffragette movement. She added: ""How could my patients trust me again, if I didn’t take action to confront the greatest health crisis we face?"" Ms Rolfe, acting as counsel on behalf of the GMC, said that Dr Benn's conduct had brought the profession into disrepute because she had broken the law by failing to comply with the injunction against protests at the Kingsbury oil terminal on multiple occasions. She added that Dr Benn's fitness to practise was impaired as her conduct failed to justify patients' trust in the profession. Ms Rolfe submitted that it was not the taking part in protests the GMC had issue with, but the risk to the public's trust in and respect for doctors by seeing a doctor flouting the law and openly stating her intention to keep breaking the law. She added that while Dr Benn had stated there may be members of the public who, both now and in the future, will agree with what she had done, there will also be groups of society, ""that do not agree, do not understand, and can never understand"". The tribunal said in its findings: ""The public must be able to trust that doctors will always act within the law."" The hearing related to three peaceful protests Just Stop Oil conducted outside the Kingsbury oil terminal on 26 April 2022, 4 May 2022, and 14 September 2022. An injunction had previously been granted against people participating in climate change protests in the locality of the terminal. A high court judge sentenced Dr Benn to eight days on remand in custody for the events of 26 April and 4 May, after she failed to answer her bail on 4 May and instead attended a protest at the terminal. On 14 September, Dr Benn was arrested along with 51 others after obstructing a private access road, preventing vehicle access in and out of the terminal. As a result of this, she received a sentence of 32 days imprisonment.  Dr Benn spent the majority of her career as a GP in inner city Birmingham and as a GP trainer and undergraduate tutor. During the pandemic, she worked remotely for NHS 111, the Worcestershire COVID Management Service, and on-site at her practice. She continued to work as a GP at Hollyoaks Medical Centre in Birmingham until 2022, ceasing clinical work in April 2022 and relinquishing her licence to practise in August 2022. Dr Benn said that since 2022 she has devoted the majority of her time to environmental activism and voluntary work. Follow BBC West Midlands on Facebook, X and Instagram. Send your story ideas to: newsonline.westmidlands@bbc.co.uk","https://www.bbc.com/news/articles/c1vw4k9qn29o",1
"32","Just Stop Oil: Protesters guilty aggravated trespass at Les Misérables show","By Jess Warren & PA Media",2024-04-19,"Five Just Stop Oil protesters have been found guilty of aggravated trespass after they stormed a performance of Les Misérables in London's West End. Two of the activists were also found guilty of criminal damage after standing on the theatre's orchestra pit netting. The show at Sondheim Theatre was halted at 21:00 GMT on 5 October 2023, Westminster Magistrates' Court heard. The estimated cost to the theatre of cancelling the performance was £60,000. The protesters entered the stage during a performance of Do You Hear The People Sing? and locked themselves to the set. The ""angry"" audience of around 1,000 people was asked to leave the auditorium and the performance was brought to a halt around an hour later after police removed the activists. Having denied the charge, Hannah Taylor, 23, Lydia Gribbin, 28, Hanan Ameur, 22, Noah Crane, 18, and Poppy Bliss, 19, were found guilty of aggravated trespass following a trial at Westminster Magistrates' Court. Gribbin and Crane were additionally found guilty of causing £2,000 worth of criminal damage to the theatre's orchestra pit netting which is designed to protect the musicians below from objects falling off the stage. The court was told the netting had suffered ""structural damage"" from the weight of the two protesters standing on it. The cost of repairing the damage and refunding the audience was covered by the theatre's insurance, the court heard. Asked how the audience had reacted to the group disrupting the performance, theatre manager Daniel Lewis told the court: ""I heard frustration, I heard anger, I heard swearing."" Giving evidence, Gribbin said she did not want the orchestra pit to be damaged by the protest and believed it would be safe to stand on the netting. Les Miserables company manager Matt Byham said he was ""angry"" the protest had happened when a child actor was on stage. All five protesters will be sentenced at a later date.","https://www.bbc.com/news/uk-england-london-68856354",1
"33","MP hits out at 'spoilt middle-class climate clowns'","By Pamela Bilalova",2024-04-26,"An MP has hit out at what he called ""spoilt, middle-class climate clowns"" after his office was targeted by Just Stop Oil protesters. Mark Jenkinson's constituency office on Senhouse Street in Maryport was targeted by protesters at about 08:10 BST on Friday, who covered the windows in posters reading ""Stop Tory Coal"". Two women have been arrested following the protest, which was against plans for a new coal mine in West Cumbria. Just Stop Oil branded Mr Jenkinson's comments ""adolescent"". Mr Jenkinson, the Conservative MP for Workington, called the protesters ""plonkers"" in a social media post criticising their actions. Speaking to the BBC, he described the protesters as ""entitled morons who think they are above the law"".  He said the window cleaner, who had just left, had to return to clean-up ""after these overgrown attention-seeking babies"". “Unfortunately, the film on the glass has been scratched and some of the paintwork damaged by the childish antics of these spoilt, middle-class climate clowns,"" he added. He further criticised the protesters who he said had driven to the area in cars that run on fossil fuels, used plastic tape and paper made from the felling of trees, as well as leaving items behind for others to clean-up.  Cumbria Police said it was investigating reports a window had been damaged by an adhesive. A woman in her 40s and another in her 60s have been both arrested on suspicion of criminal damage. Mr Jenkinson added: ""I have it on good authority that the ringleader is spending some carbon neutral time in the cells. “They deliberately picked a sitting Friday because they thought I wouldn’t be here – but as it happens I was, and I gave them a few choice Anglo-Saxon words before they scuttled back to their hiding places as most people head to work.” In response Just Stop Oil said opening a new coal mine in Cumbria was ""total madness"". Permission for the mine near Whitehaven was given in December 2022, making it the first new coal mine to be approved in 30 years. Supporters welcomed promised jobs but critics argued at the time it would undermine climate change targets. Just Stop Oil questioned whether Mr Jenkinson's tirade in response to their actions was the ""standard of adolescent response"" constituents deserved. A spokesman said: ""Opening a new coal mine as our climate spins out of control is total madness. ""The British steel industry does not want this mine for coking coal. ""It’s time ordinary people held “plonkers” like Mark Jenkinson to account, because at the moment politics is failing us."" In response to the MP's claims about driving cars and using other polluting materials, the group said: ""For the record, he hasn’t a clue how our people got there."" Follow BBC Cumbria on X (formerly Twitter), Facebook and Instagram. Send your story ideas to northeastandcumbria@bbc.co.uk.","https://www.bbc.com/news/articles/c0de49lyxvmo",1
"34","GP could be struck off after Just Stop Oil protest","By Eleanor Lawson",2024-04-18,"A doctor could be struck off the medical register after taking part in a Just Stop Oil demonstration. Dr Sarah Benn, a GP from Birmingham, was arrested after taking part in a demonstration at the Kingsbury oil terminal in Warwickshire in 2022. Dr Benn held a sign saying ""no new oil"" and was subsequently found to be in breach of a civil injunction and was imprisoned for 31 days, Just Stop Oil said. The Medical Practitioners Tribunal Service (MPTS) started the hearing to decide if the 57-year-old can maintain her licence to practise medicine on Monday, with the tribunal expected to last until 24 April. Just Stop Oil described the demonstration in Kingsbury as a ""peaceful demonstration demanding the government to bring an end to new fossil fuel projects"". On its listing of the hearing, the Medical Practitioners Tribunal Service says: ""The tribunal will inquire into the allegation that on 26 April 2022, 4 May 2022 and 14 September 2022, Dr Benn engaged in peaceful protests within a prohibited buffer zone at Kingsbury Oil Terminal in breach of an interim injunction granted on 14 April 2022. ""It is alleged that Dr Benn’s actions amounted to contempt of court and resulted in a custodial sentence."" According to Just Stop Oil, Dr Benn informed the General Medical Council and her employer after each arrest and she argues that her actions are consistent with medical ethics, which prioritise patient and public safety above all. The environmental activist group said three GPs are under scrutiny for similar reasons this year, with Dr Benn’s case being the first heard. Speaking before the hearing, Dr Benn said: ""As a doctor, my fundamental duty is to protect health and life. This includes proactive efforts to prevent disease and death. ""The climate crisis is the most significant existential threat to global health we have ever faced. “This is why I felt compelled to address what I see as the most critical health crisis currently unfolding—one that is already causing widespread death, disease, and destruction globally and is set to worsen."" Dr Benn said she did not take the protests and disruptions she had participated in lightly and she found no joy in causing inconvenience or distress. But she said people ""must be clear about the magnitude of the crisis we face"". ""The disruptions caused by peaceful protest are nothing compared to the catastrophic impacts of continuing to burn fossil fuels,"" she said. ""I will be sad and upset if I am removed from the register, but that will have no effect on my future plans. ""I will continue carrying out what I believe is my responsibility as long as the government refuses to commit to stopping oil and gas.” Follow BBC West Midlands on Facebook, X and Instagram. Send your story ideas to: newsonline.westmidlands@bbc.co.uk","https://www.bbc.com/news/articles/cv20p4e1zy5o",1
"35","Energy secretary Claire Coutinho defends government's climate record","By Kate Whannel",2024-04-21,"Energy Secretary Claire Coutinho has defended the government's environmental record following criticism from the outgoing boss of the climate watchdog. Head of the Climate Change Committee, Chris Stark, told the BBC's Sunday with Laura Kuenssberg that Rishi Sunak had ""set us back"" on climate change. Ms Coutinho said the government had a ""very strong track record of delivery"". However, she also said it did not want to ""heap costs on families"" in its pursuit of net zero targets. The UK is committed by law to ensuring that by 2050 its emissions will be net zero - meaning the country will no longer be adding to the total amount of greenhouse gases - such as carbon dioxide and methane - in the atmosphere. Last year, Prime Minister Rishi Sunak announced a major shift in the government's approach - including delaying a ban on new petrol and diesel cars and weakening targets on phasing out gas boilers. Labour in February rowed back an earlier commitment on environmental project spending buy a shadow minister told the BBC the party still has ""incredibly ambitious plans"". The Climate Change Committee provides independent advice to ministers and monitors its progress on targets. Mr Stark, who is due to stand down from the body, told the BBC the ""diplomatic impact"" of Mr Sunak's announcement had been ""immense"". ""The overall message was that the UK is less ambitious than it once was."" Asked about his comments, Ms Coutinho said the UK was the first country of all major economies to halve its emissions since 1990. She said that since coming into her role in 2023, she had made changes to the tax system to boost investment in the energy sector. However, she also argued that the government would take ""a sensible and pragmatic"" approach to achieving net zero. She said she did not want to ""heap costs on families"" particularly when ""other countries are polluting a lot more"". Broadcaster and environmental campaigner Chris Packham said he understood the government were ""giving people room to breathe"" but asked: ""What about their children, what about their grandchildren."" He said clean energy needed to be affordable for people but argued that if the Conservative government had invested more in renewables when it came to power in 2010, the UK would be in a better position now. Mr Packham also defended environmental protests after Mr Stark said campaigners were often ""their own worst enemy"". In recent years some climate change groups such as Just Stop Oil and Extinction Rebellion have carried out disruptive protests to promote their cause. The Springwatch presenter said: ""When it comes to climate protests - sometimes we have made mistakes"" adding that the methods had occasionally prevented the message from getting across. However, he said it was important to have a ""radical flank"" and that disruptive protests by groups such as Just Stop Oil prompted people to contribute to ""less radical"" organisations. In his interview, Mr Stark also urged Labour to be more ""bold"" on climate change, saying that, compared to his shadow energy secretary Ed Miliband, the party leader Sir Keir Starmer ""doesn't talk about it quite so much"". Earlier this year, Labour announced it would be ditching its policy of spending £28bn a year on its green investment plan, but still wanted to achieve net zero emissions by 2030. Appearing on the same programme, shadow justice secretary Shabana Mahmood said her party had had to ""scale back"" its plans, blaming the ""likely economic inheritance"" from the Conservatives. However, she insisted that had not stopped Labour from having ""incredibly ambitious plans"" including its 2030 target. She acknowledged that, under a Labour government, there would still be a ""strategic gas reserve for when the wind and sun are not available"".","https://www.bbc.com/news/uk-politics-68868296",1
"36","Newspaper headlines: Posh Spice at 50 and calls for 'Met chief to resign'","By BBC News",2024-04-21,"The Sunday Telegraph leads on calls for the Metropolitan Police Commissioner, Sir Mark Rowley, to resign, after one of his officers accused a man of being ""openly Jewish"" during a pro-Palestinian protest. Deputy Prime Minister Oliver Dowden is quoted acknowledging that the police ""have a hugely difficult job"" - but he suggests the Met has been ""disrespecting"" Jews. In a separate article in the Telegraph, the former Home Secretary, Suella Braverman, argues that Sir Mark must go. She claims there is ""too much fear and even more favouritism"" in the way the Met polices pro-Palestinian protests. Writing in the Sunday Times, the man who was warned he could be arrested, Gideon Falter, says Sir Mark has to go, because he's lost the control of the streets. Mr Falter states that: ""It's not just that central London is a no-go zone for Jews, but a police-enforced, Jew-free zone."" According to the Observer, Labour is launching a new campaign to win over Tory-supporting pensioners ahead of the local elections in England next month. The paper says the party has detected alarm among older people about the impact a Conservative tax-cutting pledge could have on pensions and the NHS. Senior Labour figures are said to believe that Chancellor Jeremy Hunt made a huge blunder when he said his party wanted to abolish National Insurance contributions. Labour leader Sir Keir Starmer has written an article in the Telegraph, saying that he is proud to be English and that his party will celebrate St George's day on Tuesday ""with enthusiasm"". The paper suggests the article is a bold attempt to outmanoeuvre the Conservatives on the issue of national identity. It's also described as a ""slapdown"" to those in his own party, who've criticised Labour's use of patriotic symbols in its campaigning. Writing in the Sunday Express, Work and Pensions Secretary Mel Stride and Health Secretary Victoria Atkins defend the government's plan to tackle what they call ""the sick note culture"". They say it's unacceptable that huge numbers of people are repeatedly being signed-off work, and not given the opportunity to discuss what adjustments could be put in place to help them carry on in their job. Separately the Express says the Home Office is preparing a list of 200 asylum seekers who'll be on the first deportation flight to Rwanda. The paper says more than 24,000 people have been told they are being considered for removal. Both the Sunday People and Sunday Mirror say climate change activists from the group Just Stop Oil are plotting to cause misery for thousands of holidaymakers this summer. According to the reports, they are preparing to storm airports across the UK and Europe, and glue themselves to runways and clamber onto jets. The Mirror says an undercover reporter heard about the plans at a meeting attended by hardcore activists. And the Mail on Sunday says the King is planning to attend Royal Ascot in June, despite his cancer treatment. The paper says he's told courtiers that he wants to honour his late mother, who missed only one Ascot during her 70-year reign. The Mail says he may also attend Trooping the Colour. Sign up for our morning newsletter and get BBC News in your inbox.","https://www.bbc.com/news/blogs-the-papers-68867084",1
"37","Offshore Energies UK report: Oil and gas fight for survival","By Douglas Fraser",2024-03-26,"If only everything could be reduced to a three-word slogan: ""Take Back Control"" or ""Yes We Can"". The ""Just Stop Oil"" campaign group tells us it's a question of justice and it's simple - ""just"" like that. The fossil fuels industry is struggling to find a simple response. With equal and opposite simplification, it could be ""You'll Need Us"". But the argument set out in the annual business report of Offshore Energies UK is much more complex than that. And in the battle for the survival of the oil and gas industry in British waters, the stakes are high. That yearly report used to be an upsum of industry drilling activity and investment plans, with big, impressive numbers for employment and impact. This one admits that the previous £200bn investment forecast for this decade now look more like £160bn, and that's if politicians get off their case. A lot of that is yet to be committed, and industry is proving reluctant to make that commitment while Britain battles over the pace of transition to net zero carbon emissions. This year's report is more of an argument against execution - a plea of mitigation by an industry that has swiftly moved from blue chip to polluting pariah. With four recent tax rises from Conservatives, and Labour wanting to go further with the windfall tax as well as putting the brakes on new licences for drilling, OEUK says Britain is looking increasingly ""uninvestable"". It is reminding the government today that it thought it secured a North Sea Transition Deal three years ago, but doesn't recognise it in the more hostile environment it now faces. The trade body last month made its case to Labour's Treasury team, and says the discussions continue. But it also knows it has to win hearts and minds across the public too. The big carrot of a smooth and successful transition from fossil fuels to renewables could be £450bn of investment by 2040, and many jobs that could go with that. More than half of that big number would be offshore wind power, if governments and regulators can secure the best possible sequence of planning consents and grid connections. A big 'if'. Hydrogen could be worth £25bn - much of it using renewable power, much of it cracking gas. The prospect here is growth to equal the scale of the electricity industry by the middle of the century. Carbon capture and storage could bring £34bn in investment. The controversial bit is the £145bn that the industry reckons could still be invested in oil and gas under British waters. It is emphasised this is not the value of the industry for the big producers associated with outrageously large profits, but the contract value to the supply chain. There is likely to be more public sympathy and a lot more jobs in the companies supplying services and making more modest profits, across drilling, engineering, logistics, shipping, cables and catering, as well as finance, accountancy, law and geology expertise. How many jobs? The OEUK says 200,000 are supported by oil and gas, and UK ministers use that figure to make the case for drilling with more vigour. But the number is being contested by anti-oil campaigners, suggesting that the economic argument is getting some traction. The next bit of the industry's case is that oil and gas should be allowed to keep drilling while it makes the transition into renewable energies. It has mapped skills from one to the other, reckoning oil and gas can provide between 60 and 80% of the expertise required. Ditch that expertise before the renewables investment ramps up, goes the argument, and Britain will have to import skills and equipment, as it already does in large-scale fabrication and shipbuilding. Conversely, retain those skills, deploy them in renewables, and there will be an export market within 15 years worth more than £1,000bn. That's another suspiciously round number. The part of the argument that affects us all is that there is nothing simple about ""just"" stopping oil and gas, when our collective demand and the need for it remains so high. The industry doesn't quite say it, but there's a subliminal message: you depend on our produce, so don't blame us for giving you what you want, and need to lubricate your economy, keep you warm through the winter and go on holiday. Of all the UK's energy needs - across transport, heating, industry and power - oil and gas accounted for around 74% last year. From 2022, demand for gas was down 11% and oil was up 2%, mainly because more planes were flying post-pandemic. Even on the 'balanced pathway' to net zero by 2050, which has been set out by the Committee on Climate Change, oil and gas will continue to provide a fifth of that energy by mid-century. If so, it will then have to be fully offset, much of it by carbon capture and storage (a technology which anti-oil campaigners see as merely an excuse to keep drilling). Production from UK waters met 47% of gas demand last year, and 57% of oil demand (a net figure, because much oil goes overseas for refining, and Britain buys back refined product sourced from lots of places). At 1.2 million daily barrels of oil or its equivalent, that was the lowest output since 1977. It has fallen 28% since 2019, when output was flowing from big investments earlier last decade. OEUK expects annual decline averaging at least 8% per year from now. If investment doesn't keep flowing to tap into further reserves, that declining trend could be as high as 15% per year. Gas output is forecast to fall faster than oil, and at a much faster pace than gas central heating is being replaced. No great loss, you might say. Climate scientists tell us that we cannot sanction more production without busting through 1.5 degrees of warming. But if UK demand declines on current projections, much more imported energy will be required. The liquified gas comes with a much bigger carbon footprint, and as production declines globally, the remaining big exporters may have the rest of us over a barrel. It is not only that tax is weighing heavily on profitability, with Harbour Energy, now the biggest producer from UK waters, recently reporting an effective tax rate of 95%. It is also claimed that the windfall tax is being applied to profits that no longer reflect a windfall. The trade body shows that gas prices are getting close to their levels before Russia started sabre-rattling on the Ukrainian border. Flows have stepped up from Norway and shiploads of Liquified Natural Gas. Oil prices are down from the Ukraine war highs, but are trending at relatively high levels. Since the start of this year, the benchmark Brent crude price has risen from $76 to $87 per barrel. On the other side of the financial equation for oil companies, the cost of drilling the average barrel is up 50%, says OEUK. And without big new fields coming on stream, that unit cost will surely rise. It is claimed the rate of return on investment has dropped to 3% - lower than many other sectors. None of this is likely to win the sympathy of environment campaigners, who note the vast profits made by producers down the years and around the world. But among others, and particularly those contesting the Westminster election due in the next ten months, the industry wants to push back on simple slogans.","https://www.bbc.com/news/uk-scotland-scotland-business-68668648",1
"38","Rochdale by-election: Landslide win for George Galloway","By Jennifer McKiernan",2024-03-01,"George Galloway is back in Parliament with a resounding win in the Rochdale by-election after a campaign in which the Gaza war was a running theme. ""Keir Starmer - this is for Gaza,"" the former Labour MP said, after polling 12,335 votes, nearly 6,000 more than any other candidate. Mr Galloway will take his Commons seat for the Workers Party of Britain. Labour had withdrawn support for candidate Azhar Ali over remarks widely alleged to be antisemitic. Mr Ali apologised for his remarks. Mr Galloway has previously been an MP for Labour until 2003, then in the Commons as an independent and Respect Party MP for three constituencies between 2003 and 2015. Smaller parties left the mainstream candidates in the dust in the Rochdale vote, which was sparked by the death of Labour MP Sir Tony Lloyd, with second place going to independent and local businessman Dave Tully. In his victory speech, Mr Galloway highlighted the local voters' rejection of the two main parties in Westminster. He said: ""Keir Starmer and Rishi Sunak are two cheeks of the same backside and they both got well and truly spanked tonight here in Rochdale."" He was interrupted by a heckler accusing him of being a climate change denier, before she was shouted down by his supporters, and had orange confetti thrown over him by rival candidate Rev Mark Coleman, a Just Stop Oil supporter. But none of this fazed the 69-year-old, who went on to warn that his former party would ""pay a high price"" for ""enabling, encouraging and covering for the catastrophe"" in Gaza. Mr Galloway has long agitated for causes related to the Middle East, including for Palestinian rights, and has regularly stood for election in constituencies with a high Muslim population, such as Rochdale. He told the BBC he had 60 Workers Party colleagues willing to stand in the general election and there would be ""a shifting of the tectonic plates in scores of parliamentary constituencies"". ""It's true that every Muslim is bitterly angry at Keir Starmer and his misnamed Labour party - but you would be very foolish if you didn't realise that millions of other citizens of our country are too,"" he said. ""Beginning here in the north west, in the west Midlands, in London, from Ilford to Bethnal Green and Bow, Labour is on notice that they have lost the confidence of millions of their voters who loyally and traditionally voted for them, generation after generation."" As well as pledging to save the town's football club from ""extinction"", Mr Galloway hailed the ""remarkable achievement"" of Mr Tully in coming second in the poll as an independent candidate campaigning on local issues. Mr Tully, who got 6,638 votes, is well-known in Rochdale as he runs a garage business and is involved with the town's rugby club. Despite never being involved in politics before, he said he stood in the by-election because he wanted ""to be the voice of Rochdale"". ""I feel I've turned the heads of people who don't usually vote because nothing ever really changes with mainstream politics and parties,"" he told BBC Radio 5 Live. The Conservative candidate Paul Ellison came in third place with 3,731 votes, the suspended Labour candidate Azhar Ali in fourth with 2,402, and Iain Donaldson came fifth for the Liberal Democrats with 2,164. The Reform Party had hopes this by-election could be a breakthrough for them as they fielded Simon Danczuk, the former Labour MP for Rochdale, but he was beaten into sixth place with 1,968 votes. Mr Galloway's party was only formed in 2019 and because it therefore did not field a candidate in Rochdale in the general election, Mr Galloway recorded a historic 41% swing against Labour in the vote. He also told the BBC afterwards that he had achieved political history in another way, matching Winston Churchill as the only MP to represent four separate towns and cities in the House of Commons. Labour leader Sir Keir Starmer said Mr Galloway only won because Labour withdrew support from its own candidate. He apologised to voters for this but said it was ""the right decision"". ""Obviously we will put a first-class candidate and a unifier before the voters in Rochdale at the general election,"" he added. Former Rochdale Labour council leader Alan Brett told BBC Radio 4's Today programme he did not think Mr Galloway would have won if the Labour Party's selection process had not been mishandled. He added: ""I don't think he's for Rochdale - I think he's for himself - I don't think he cares about Rochdale."" The Campaign Against Antisemitism (CAA) said it was ""extremely concerned"" by Mr Galloway's victory, accusing him of having an ""atrocious record of baiting the Jewish community"", including calling for Bradford, when he was an MP there, to be declared an ""Israel-free zone"". His victory comes amid concerns the war in the Middle East is inflaming community tensions in the UK, fuelling a rise in hate crimes and leading to MPs reporting that threats have been made personally against them. Veteran political pollster Sir John Curtice told the BBC the Rochdale result will intensify pressure on Sir Keir Starmer to toughen up Labour's stance on Israel. However he doubted there would be much impact on the general election result, because it is ""unlikely that anybody else has the ability to... exploit this issue [the war in Gaza] in the way that Mr Galloway is uniquely able to"". Are you in Rochdale? Please share your experiences by emailing haveyoursay@bbc.co.uk. Please include a contact number if you are willing to speak to a BBC journalist. You can also get in touch in the following ways: If you are reading this page and can't see the form you will need to visit the mobile version of the BBC website to submit your question or comment or you can email us at HaveYourSay@bbc.co.uk. Please include your name, age and location with any submission.","https://www.bbc.com/news/uk-politics-68443430",1
"39","Climate protesters guilty of trespass at Wimbledon","By James W Kelly & PA Media",2024-02-26,"Three Just Stop Oil protesters have been found guilty of storming the Wimbledon tennis courts with confetti and puzzle pieces. Deborah Wilde, 69, Simon Milner-Edwards, 67, and William Ward, 66, were found guilty of aggravated trespass at City of London Magistrates' Court on Monday. The trio scaled a barrier and threw the items on the court during the third day of The Championships tournament in July. All three admitted entering the court but denied it amounted to the charge of aggravated trespass. After the verdict was delivered, deputy district judge Steven Jonas said: ""Firstly I want to thank all of the defendants for the way they've conducted themselves this evening, all of you will have been very stressed. He said it was ""not in dispute"" that each defendant ""sprinkled some confetti or tinsel and some jigsaw pieces on to that playing field"" and said he ""found it a fact"" that they were trespassing. He accepted that the three protesters waited for a break in play, but added: ""Nevertheless, I find as a fact that each of them intended to cause disruption to the tennis and as a result, they did cause some disruption on that day."" The three defendants, all of whom were self-represented, were told they could not use the threat of climate change as a defence. The court was told Wilde and Milner-Edwards entered Court 18 at around 14:10 BST on 5 July last year, during the Grand Slam match between Bulgaria's Grigor Dimitrov and Japan's Sho Shimabukuro. Bodycam footage played to the court showed them wearing Just Stop Oil T-shirts. Giving evidence in the trial, Michelle Dite, operations director at the All England Lawn Tennis Club (AELTC), which runs the competition, said Wilde and Milner-Edwards threw ""around 1,000"" puzzle pieces from a jigsaw that had been purchased at the Wimbledon grounds, as well as confetti. When she arrived, the scene looked ""very unsettling"" and the players appeared ""very frustrated, probably quite intimidated"", she said. She added: ""There (was) glitter, flutter-fetti - orange - and jigsaw puzzle pieces that have been spread around different parts of the court; either side of the net."" Wimbledon staff cleared the jigsaw pieces and confetti by hand and using leaf blowers, she added. The pair were arrested at 14:16 BST. Around two hours later, Ward, also captured on bodycam footage wearing a Just Stop Oil T-shirt, went onto the same court. By that time, British player Katie Boulter had started competing against Australia's Daria Saville. Ms Dite claimed Ward's protest was met with louder ""boos"" from the crowd, many of whom had already witnessed the first incident. That year AELTC spent ""hundreds of thousands of pounds"" to manage potential protests after Just Stop Oil demonstrated at the World Snooker Championships and Ashes Test at Lord's Cricket Ground, she said. Court 18 is a show court, where many top seeds play in front of ""a few hundred"" people and there is extensive video coverage, Ms Dite added. Wilde and Ward were each given a six-month conditional discharge, while Milner-Edwards received an 18-month conditional discharge.","https://www.bbc.com/news/articles/cn3n3x8gx2po",1
