"title","author","date","body","url","just_stop_oil"
"Warning public debt could soar as population ages","By Daniel Thomas & Tom Espiner",2023-07-13,"The UK's public debt could soar as the population ages and tax receipts fall, the government's independent forecaster has warned. The Office for Budget Responsibility (OBR) said debt could rise to more than 300% of the size of the economy by 2070, up from around 100% currently. Climate change and geopolitical tensions also posed ""significant"" risks to government finances, it added. But it called current government plans to reduce debt ""relatively modest"". It comes as separate figures show the UK economy has barely grown since 2019 before the pandemic. Commenting on the OBR report, Chancellor Jeremy Hunt said the government would take ""difficult but responsible"" decisions on the public finances. Public debt is the stockpile of money borrowed by the government over the years to fund its spending. Mr Hunt has set a target of getting underlying debt to fall in five years' time. In a report, the OBR said the 2020s were turning out to be a ""very risky era for the public finances"". It said the pandemic, cost-of-living crisis and recent interest rate rises had hit the economy and driven up government borrowing costs. As a result, it said: From this ""vulnerable position"", it said, the government now faced growing costs from an ageing society. This will drive up pension spending in the short term, and by 2070 shrink the ratio of working age people to retired people. ""This puts downward pressure on tax receipts, upward pressure on primary spending, and leaves a growing gap between the two,"" the OBR said. The forecasting body said that the government's debt interest costs were also set to surge. And it said borrowing would rise as government spending on defence increased to meet ""growing security threats in Europe and Asia"". Decarbonising the economy to reach net zero by 2050 would also cost the government billions in extra spending, it said. All of these factors could lead to the size of the UK's debt compared to the size of the economy - as measured by the debt-to-GDP ratio - tripling over the next 50 years, the OBR said. It added that unforeseen shocks or unfunded policies could drive it even higher. The OBR added that the government's current plan for stabilising and then reducing debt - as a share of GDP by 2027-28 - was ""relatively modest by historical and international standards"". Commenting, Mr Hunt said the government would take ""difficult but responsible decisions on the public finances, including public sector pay, because more borrowing is itself inflationary"". But Rachel Reeves, Labour's shadow chancellor, said the OBR's report showed ""just how far we are falling behind our peers"". ""There are serious decisions to be made by this Tory government to restore some security in our economy, to get a grip on inflation, and to stop people's bills rising."" The OBR's report also warned gas prices are expected to remain high until at least 2025. Soaring oil and gas prices have contributed to the rapid pace of general price rises, putting struggling households under pressure. After a massive 13-fold price jump in the wake of Russia's invasion of Ukraine, gas prices have fallen back - but are still more than twice as expensive as before. The OBR said the hike in gas prices had made renewable energy cheaper than gas over its life-time for the first time. However, despite this, it said there was ""little sign of a step-change in renewable energy investment in the UK"". Planned UK government investments in green technologies will not get the country to net zero carbon emissions by 2050, the OBR said. Copyright 2024 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking. ","https://www.bbc.com/news/business-66187743",0
"Just Stop Oil: What is it and what are its goals?",NA,2024-06-19,"Just Stop Oil activists have sprayed orange powder paint on parts of Stonehenge. The environmental campaign group has carried out many high-profile protests, including blocking roads, stopping play at sports matches and halting theatre productions. It wants action on climate change, but its tactics are controversial. Just Stop Oil (JSO) wants the UK to stop approving new fossil fuel projects, which are a major cause of climate change. However, in July 2023, Prime Minister Rishi Sunak announced that 100 new North Sea licences had been granted. And in November, he said further licences would be awarded annually. The group says it uses ""non-violent civil resistance"" and will stop protesting when the government announces an end to fossil-fuel production. Just Stop Oil is linked to other environmental groups, including Extinction Rebellion and Insulate Britain. The group came to prominence when its activists shut down major roads such as the M25 and Dartford crossing in November 2022. Since then, JSO has also targeted several major sporting events, including the Wimbledon tennis championships, the second Ashes Test at Lord's cricket ground and the World Snooker Championship in Sheffield. Cultural events, including a performance of the musical Les Miserables in London and a BBC Proms concert at the Royal Albert Hall, have also been disrupted. In the National Gallery, supporters threw tomato soup over Vincent Van Gogh's painting Sunflowers and smashed the protective glass screen on Diego Velazquez's Rokeby Venus. JSO protesters also damaged the case around the Magna Carta, at the British Library. In June 2024, two activists were arrested on suspicion of damaging Stonehenge, a United Nations Educational, Scientific and Cultural Organization (Unesco) world heritage site. Just Stop Oil said the orange powder paint was cornflour and would ""wash away with rain"". English Heritage chief executive, Dr Nick Merriman, said there appeared to be ""no visible damage"" after experts cleaned the site. But Mr Sunak said it was a ""disgraceful act of vandalism"", while Labour leader Keir Starmer called it ""outrageous"" and JSO ""pathetic"". The maximum penalty for the wilful obstruction of a highway in England and Wales is 51 weeks in prison. Offenders can also be fined. Several transport bodies, including National Highways and Transport for London, have sought High Court injunctions to prevent protesters disrupting major roads. Anyone breaching an injunction can be held in contempt of court, and could face imprisonment, an unlimited fine and seizure of assets. In 2023, Parliament passed new anti-protest legislation under the Public Order Act. This gives powers to prosecute someone who interferes with the operation or use of key national infrastructure in England and Wales - including roads, railways, and air transport. Previously, the police could generally only restrict a protest if they could show it may result in ""serious public disorder, serious damage to property or serious disruption to the life of the community"". The new legislation lowers the threshold for ""serious disruption"", allowing police to respond to action which prevents or delays day-to-day activities such as completing a journey. It also made ""locking-on"" - whereby protesters attach themselves to buildings, objects or other people - a criminal offence. Many Just Stop Oil activists have used this tactic. In May 2024, BBC News reported a review into tackling political violence, by Lord Walney, would suggest ""extreme protest groups"" such as JSO could be banned in a similar way to terrorist organisations. The plan could limit the activities of organisations that have a policy of using criminal offences or causing serious disruption to influence government or public debate. At the time, the Home Office said ministers would consider the recommendations - but the general election was called a few weeks later and it is now unclear when or if Lord Walney's report will be published. In response, JSO said the government were the ""dangerous radicals that are endangering all of us"", through its climate policies. In December 2023, the Met Police said it had spent £20m policing JSO protests and the time spent on the group equated to roughly 300 officers being removed front-line policing each day. It said the group ""refused to engage"" with police when planning protests. ""Our desire is that Just Stop Oil come forward and speak with us, so we can actually work with them,"" Cdr Kyle Gordon said. ""We absolutely understand and support the fundamental right to protest within a democratic society - but what we've got to do is balance that right with the rights of everybody else who is using this city."" In the past Just Stop Oil has quoted a 2021 Supreme Court ruling which found there should be a ""certain degree of tolerance to disruption to ordinary life, including the disruption of traffic"", as a result of non-violent protest. According to its website, most of its money comes from the Climate Emergency Fund - a US network which has supported climate activism since 2019. That is part-funded by US philanthropist Aileen Getty, the granddaughter of petrol tycoon J Paul Getty. Just Stop Oil says it also receives donations from the public and other organisations concerned about climate change. Copyright 2024 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking. ","https://www.bbc.com/news/uk-63543307",1
"UN criticises 'severe' Just Stop Oil sentences","By Justin Rowlatt",2023-11-21,"Long jail sentences handed to two Just Stop Oil climate campaigners could stifle protest, the United Nations has warned the UK government. The protesters caused traffic gridlock after scaling the Dartford Crossing Bridge for almost 40 hours in October last year. Morgan Trowland, 40, was jailed for three years and Marcus Decker, 34, for two years for causing a public nuisance. In response to the UN, the government said that the right to protest is a fundamental part of the UK’s democracy but that the ""law-abiding majority"" must be able to go about their daily lives. At an appeal hearing last month Lady Chief Justice, Lady Carr defended the sentences, saying they met a ""legitimate"" aim of deterring others from such offending. The activists were refused permission to challenge them in the Supreme Court. The warning comes in a letter shown to BBC News, sent to the government by the UN Special Rapporteur on the promotion and protection of human rights in the context of climate change, Ian Fry, on 15 August this year. The sentences are ""significantly more severe than previous sentences imposed for this type of offending in the past,"" Mr Fry notes. He says he is worried about “the exercise of their rights to freedom of expression and freedom of peaceful assembly and association”. The letter goes on to say the new Public Order Act which came into force in July ""appears to be a direct attack on the right to the freedom of peaceful assembly"". The new legislation includes measures aimed at curbing disruptive protests. The letter sent in mid-August requested a reply within 60 days but has not received one, which the UN special rapporteur described as ""troubling"". ""Most countries take these letters seriously and respond,"" Mr Fry told BBC News. He suggested that the lack of a formal reply reflected ""a general disregard for human rights concerns by the current government"". The Home Office said it had ""responded"" to the special rapporteur’s letter. It said peaceful protest is a vital part of a democratic society and a long-standing tradition in the UK, provided it is done within the law. The new legislation is designed to ""clarify the definition of serious disruption and allow police to clear roads quickly"", it told the BBC, and said the new legislation on protests was put in place following proper parliamentary procedure and is compatible with the European Convention on Human Rights. “It is a total political failure,"" Morgan Trowland said in a statement to the BBC from prison. ""It is people vs oil, and our government has signalled that it is on the side of oil."" ""By not even responding to the concerns in this letter, the government is showing an extraordinary disregard for our civil liberties,"" said Jodie Beck, Policy and Campaigns Officer at the human rights charity, Liberty. ""Protest is not a gift from the state, it is a fundamental right,"" she added. ""The government should be ensuring demonstrations are safely facilitated and that protest rights are safeguarded."" During last month's appeal hearing, Lady Carr told the court: ""The sentences should not be seen as having a 'chilling effect' on the right to peaceful protest or to assembly more generally - deterrence and 'chilling effect' are not the same."" Lady Carr added that the jail terms reflected ""Parliament’s will"" under new laws carried out under the Police, Crime, Sentencing and Courts Act. At a court hearing in July judges had acknowledged the ""long and honourable tradition of civil disobedience on conscientious grounds"" and that the sentences handed to Trowland and Decker went ""well beyond previous sentences imposed for this type of offending"". Copyright 2024 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking. ","https://www.bbc.com/news/articles/cn0p6ll3jjgo",1
"PM defends 'severe' Just Stop Oil sentences","By Justin Rowlatt",2023-11-21,"Prime Minister Rishi Sunak has defended sentences handed to two Just Stop Oil climate campaigners following criticism from the United Nations. Morgan Trowland, 40, was jailed for three years and Marcus Decker, 34, for two years for causing a public nuisance after scaling the Dartford Crossing Bridge. The UN had warned the government in a letter that the ""severe"" sentences could stifle protest. Mr Sunak said in response in a post on X, formerly Twitter, that those who break the law should feel the full force of it. ""It's entirely right that selfish protestors intent on causing misery to the hard-working majority face tough sentences,"" he said. ""It's what the public expects and it's what we've delivered."" At an appeal hearing last month Lady Chief Justice, Lady Carr defended the sentences, saying they met a ""legitimate"" aim of deterring others from such offending. The activists were refused permission to challenge them in the Supreme Court. The warning came in a letter shown to BBC News, sent to the government by the UN Special Rapporteur on the promotion and protection of human rights in the context of climate change, Ian Fry, on 15 August this year. The sentences are ""significantly more severe than previous sentences imposed for this type of offending in the past,"" Mr Fry notes. He says he is worried about “the exercise of their rights to freedom of expression and freedom of peaceful assembly and association”. The letter goes on to say the new Public Order Act which came into force in July ""appears to be a direct attack on the right to the freedom of peaceful assembly"". The new legislation includes measures aimed at curbing disruptive protests. The letter sent in mid-August requested a reply within 60 days but has not received one, which the UN special rapporteur described as ""troubling"". ""Most countries take these letters seriously and respond,"" Mr Fry told BBC News. He suggested that the lack of a formal reply reflected ""a general disregard for human rights concerns by the current government"". The Home Office said it had ""responded"" to the special rapporteur’s letter. It said peaceful protest is a vital part of a democratic society and a long-standing tradition in the UK, provided it is done within the law. The new legislation is designed to ""clarify the definition of serious disruption and allow police to clear roads quickly"", it told the BBC, and said the new legislation on protests was put in place following proper parliamentary procedure and is compatible with the European Convention on Human Rights. “It is a total political failure,"" Morgan Trowland said in a statement to the BBC from prison. ""It is people vs oil, and our government has signalled that it is on the side of oil."" ""By not even responding to the concerns in this letter, the government is showing an extraordinary disregard for our civil liberties,"" said Jodie Beck, Policy and Campaigns Officer at the human rights charity, Liberty. ""Protest is not a gift from the state, it is a fundamental right,"" she added. ""The government should be ensuring demonstrations are safely facilitated and that protest rights are safeguarded."" During last month's appeal hearing, Lady Carr told the court: ""The sentences should not be seen as having a 'chilling effect' on the right to peaceful protest or to assembly more generally - deterrence and 'chilling effect' are not the same."" Lady Carr added that the jail terms reflected ""Parliament’s will"" under new laws carried out under the Police, Crime, Sentencing and Courts Act. At a court hearing in July judges had acknowledged the ""long and honourable tradition of civil disobedience on conscientious grounds"" and that the sentences handed to Trowland and Decker went ""well beyond previous sentences imposed for this type of offending"". Copyright 2024 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking. ","https://www.bbc.com/news/articles/c6pxn4z1rqno",1
"Student fined over Exeter graduation protest",NA,2023-12-01,"A University of Exeter student who was arrested at his own graduation ceremony after letting off a fire extinguisher full of orange paint has been fined. Edward Whittingham, 26, from Norwich, used the extinguisher outside the university's Great Hall in July as part of a Just Stop Oil protest. He denied two charges of causing criminal damage to the concrete piazza outside the hall and damaging the clothing of a guard. District Judge Stuart Smith found him guilty of damaging the guard's clothes and boots but not guilty of ""minor and trivial"" damage to the paving. His trial heard the Exeter incident came two months after he threw orange powder on a snooker table during televised championships at the Crucible Theatre in Sheffield. Prosecutors at Exeter Magistrates' Court alleged Whittingham's actions were premeditated, not peaceful and a potential risk to people. The court heard he made a video before the protest saying: ""What is the point of education if you are dead?"" The incident lasted about 10 to 15 seconds in a busy area where graduates were having their photographs taken. Whittingham told the court many millions faced death if action was not taken on climate change, and he demanded the government end new oil and gas projects. The judge said the politics and philosophy student held ""genuine beliefs"" on climate change. He added: ""This was not a violent protest."" Whittingham was fined £882, including costs and compensation. Follow BBC Devon on X (formerly Twitter), Facebook and Instagram. Send your story ideas to spotlight@bbc.co.uk. Copyright 2024 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking. ","https://www.bbc.com/news/articles/c9w3370yyygo",1
"Europe heatwaves: Wildfires rage in Greece as temperatures soar","By Thomas Mackintosh",2023-07-19,"Large swathes of southern Europe continue to swelter in record heat as wildfires rage across the continent. Temperatures hit a high of 46.3C in Sicily on Tuesday, and crews battled fires in Greece and the Swiss Alps. Most of Italy's major cities are on red alert, meaning the extreme heat carries a health risk to everybody not just vulnerable groups. Scientists say climate change is making heatwaves longer, more intense and more frequent. Across the world, millions of people are being impacted by extreme weather; from soaring temperatures in the US and China, to heavy rainfall in East Asia. The World Meteorological Organization (WMO) says heatwaves will become more severe in the years ahead, and that extreme weather patterns highlight the need for more climate action. ""These events will continue to grow in intensity and the world needs to prepare for more intense heatwaves,"" said John Nairn, senior extreme heat advisor at the UN agency. Since Monday, Greece has seen multiple wildfires break out across the country - including one which led to the evacuation of 1,200 children from a summer camp. The most severe fire in Greece currently is in the Dervenochoria region north of Athens, where billowing smoke can be seen on satellite images. Other fires continue to rage in towns of Loutraki - a coastal town near the city of Corinth - and in Kouvaras, south of the capital. ""Our main concern is protecting human life,"" fire service spokesman Yannis Artopios said. Elsewhere in Europe, crews in Switzerland are battling a wildfire close to the village of Bitsch in canton Valais which authorities said started on Monday afternoon and spread ""explosively"" overnight. Another wildfire on the Spanish island of La Palma, which started on Saturday, has destroyed 20 homes. But, cooler overnight temperatures and higher air humidity levels helped firefighters gain the upper hand in their battle against the blaze and bring it under control. Red alerts, warning people of a very high health risk due to the intense heat, remain in place for most of Italy, Spain, Greece and parts of the Balkans. Official maximum temperatures for Tuesday have not yet been confirmed, but provision results showed a high of 45.3C in Figueres in north-west Spain, 44.5C in Bauladu on the island of Sardinia, and 46.3C in Licata on Sicily. The highest temperature ever recorded in Europe was set in August 2021 when the mercury hit 48.8C (119.8F) in the Palermo region of Sicily. Extreme temperatures have also gripped other parts of the globe including the US and China. More than 80 million people in western and southern US states are under advisories for a ""widespread and oppressive"" heatwave. Temperatures at California's Death Valley hit a near-record 52C (125.6F) Sunday, while on Monday Arizona's state capital Phoenix tied its record of 18 consecutive days above 43C (109.4F). China provisionally broke its record for all-time highest temperature on Sunday when it recorded 52.2C (126F) in its western Xinjiang region, according to the UK Met Office. Also in Asia, on China's eastern coast torrential rain brought on by Typhoon Talim has displaced thousands. Talim is heading for Vietnam where 30,000 people in the storm's path have moved to safer ground. It comes as South Korean President Yoon Suk Yeol vowed to ""completely overhaul"" the country's approach to extreme weather after dozens were killed in widespread flooding and landslides at the weekend. Leading UK scientist Dr Frederieke Otto, from Imperial College London, told the BBC that ""what we are seeing at the moment is exactly what we expect in a world where we are still burning fossil fuels"". Humans are ""100% behind"" the upward trend in global temperatures, she explains. The International Energy Agency has said there can be no new oil, gas or coal projects if governments are serious about tackling climate change. Scientists say Europe in particular is warming faster than many climate models predicted. ""There is a feeling that it's going out of control,"" University of Reading Prof Hannah Cloke explains. ""We have a lot of work to do to pin down exactly what's happening. These heatwaves are frightening...We know this will be really deadly."" She said more than 61,000 people were estimated to have died from heat in Europe last year, and this year would be similar. How have you been affected by the extreme heat? You can share your experiences by emailing haveyoursay@bbc.co.uk. Please include a contact number if you are willing to speak to a BBC journalist. You can also get in touch in the following ways: If you are reading this page and can't see the form you will need to visit the mobile version of the BBC website to submit your question or comment or you can email us at HaveYourSay@bbc.co.uk. Please include your name, age and location with any submission. Copyright 2024 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking. ","https://www.bbc.com/news/science-environment-66237960",0
"Just Stop Oil protesters interrupt the Proms",NA,2023-07-15,"Two protesters from environmental campaign group Just Stop Oil have interrupted the First Night of the Proms at London's Royal Albert Hall. The duo mounted the stage and briefly unfurled an orange banner on Friday. They were met with boos and jeers from some members of the audience at the BBC's classical music festival, before being led away by security staff. Just Stop Oil has targeted a number of events this year, including the Ashes, Wimbledon and the Chelsea Flower Show. In a tweet, Just Stop Oil said two of its supporters ran onto the stage to demand ""the UK government immediately halt all new oil and gas consents and licences"". It added ""they attempted to address the audience before being forcibly removed"". The group said the action, which happened shortly after the interval, targeted the event because of the BBC's ""underwhelming coverage of the climate emergency"". The group claimed the protesters had used confetti cannons and air horns, but eyewitnesses denied this and video footage shows the protest was stopped quickly. A BBC spokesman said: ""There was no disruption to the concert or the broadcast during the few seconds the protesters were on stage."" The Proms opening night featured a new translation of Jean Sibelius's Snöfrid, narrated by actress Lesley Manville, and a new work by Ukrainian composer Bohdana Frolyak, called Let The Light In. In response to the incident, Culture Secretary Lucy Frazer wrote on social media: ""My message is this: Leave people to enjoy the events they love, and stop damaging your own cause."" During the Proms programme and before the protest, BBC Radio 3 broadcaster Georgia Mann remarked on how close members of the audience were to the performers at the Royal Albert Hall. ""Somehow it surprises me every summer when we sit here from this vantage point just how close the Prommers are to the artists - I've said before - touching distance,"" she said. Six thousand people were gathered in the venue for the sell-out event. Copyright 2024 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking. ","https://www.bbc.com/news/uk-66207576",1
"Just Stop Oil: Five charged after protesters disrupt Les Miserables","By Sam Hancock",2023-10-05,"Five Just Stop Oil protesters have been charged with aggravated trespass after a performance of Les Miserables in London's West End was halted. A video shared by the activist group showed demonstrators getting up on to the Sondheim Theatre's stage and asking the audience to ""join the rebellion"". Audience members can be heard booing and telling the activists to ""get off"". The show on Wednesday night did not resume - organisers instead offered refunds or tickets for another night. Having arrested five people, aged between 18 and 28, the Metropolitan Police later confirmed that all had been charged. The force also released their names: Catherine Francoise, from Buckinghamshire, was in the audience with a group of more than 30 people who she organises theatre trips for. She said she had been sitting ""in the centre of the front row"" and that people who appeared to be protesters were seated at either end of the second row. Ms Francoise said: ""I could see out the corner of my eye something happening on the left, I noticed first, and I knew it wasn't part of the production. ""The cast were still going, the orchestra was still playing, and after about 15 seconds, somebody came on stage and moved the cast off. ""Meanwhile, security were on it trying to get the girls off that were on the left-hand side."" She said it appeared the protesters had locked themselves to parts of the set. She said that the cast members were removed from the stage, shortly followed by the orchestra, with the audience being asked to leave about 15 minutes later. ""The audience were definitely making far, far more noise than the protesters,"" she said. What is Just Stop Oil and what does it want? The stage invasion happened during the show's famous protest song of Do You Hear the People Sing? It is often described as being about a revolutionary call to action and has been used all over the world by protest movements, including in the 2019 Hong Kong demonstrations. Posting on X, formerly Twitter, on Wednesday, Just Stop Oil said:"" Valjean steals bread to feed a starving child. How long before we are all forced to steal?"" Jean Valjean is the protagonist in Les Miserables. The post continued: ""The fossil fuel show can't go on."" William Village, chief executive of Delfont Mackintosh Theatres - which owns the Sondheim - said ""safety protocols"" had to be followed and ""the audience were asked to leave the auditorium and the Met Police attended"". ""Regrettably, there was insufficient time to enable us to complete the rest of the performance,"" he said in a statement. ""Whilst we recognise the importance of free expression, we must also respect our audience's right to enjoy the event for which they have paid."" On its website, Just Stop Oil says its ultimate aim is to ""demand that the UK government stop licensing all new oil, gas and coal projects"". Were you at last night's show? Share your experiences by emailing haveyoursay@bbc.co.uk. Please include a contact number if you are willing to speak to a BBC journalist. You can also get in touch in the following ways: If you are reading this page and can't see the form you will need to visit the mobile version of the BBC website to submit your question or comment or you can email us at HaveYourSay@bbc.co.uk. Please include your name, age and location with any submission. Copyright 2024 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking. ","https://www.bbc.com/news/uk-england-london-67013671",1
"F1 British Grand Prix: Facial recognition at Silverstone being used","By Tom Percival & Pete Cooper",2023-07-06,"Facial recognition technology will be used for the first time at the Formula 1 British Grand Prix to try to stop criminal activity. Northamptonshire Police said it would be used to spot those who pose a ""risk of danger to the wider public"". That could include wanted criminals, those involved in serious crime, or ""unlawful protest"", the force said. Det Supt Richard Tompkins said officers had ""thought long and hard"" about the use of the technology. More than 450,000 people are expected at Silverstone this weekend. Mr Tompkins said: ""This is the first time that we will have used it [facial recognition] in Northamptonshire as a police force, and also the first time we've used it here at the British Grand Prix. ""There is a risk of terrorism, of serious crime and of course unlawful protest, which in itself is illegal. ""We've got signage advising people that we are doing it... but we feel that it is a proportionate response and I'm quite content it's appropriate."" A live facial recognition camera works by comparing faces with a ""watch list"" generated by police. The watch list could be made up of people who are wanted for crimes or pose a risk of harm to themselves and others, the Northamptonshire force said. Any images that trigger alerts are deleted immediately after use or within 24 hours, while those that do not trigger alerts are deleted immediately. The technology was used at the Beyoncé concert in Cardiff in May and during the Coronation. But civil liberties organisation Liberty said the technology should not be used by police forces. On race day last year protesters got on to the Wellington Straight - the fastest point of the Silverstone track. Four men and two women were  in February, with three of the six given suspended prison terms while three others were given 12-month community orders. Mr Tompkins, who was at the circuit in 2022, said: ""I think we were fortunate that we didn't get some deaths either from [the protesters], from members of the public or marshals, who would have become embroiled in that."" Northamptonshire Police said it would also have plain-clothed detectives and armed officers patrolling the circuit, among other measures to prevent disruption to the race. Climate change protesters have recently got on the pitch during an Ashes Test between England and Australia at Lord's and interrupted play twice at Wimbledon. Followers of Just Stop Oil, which calls for the government to halt all new oil, gas and coal projects, also disrupted the rugby union Premiership final and the World Snooker Championship. Mr Tompkins said it would be ""naïve"" to not believe protestors would attempt action at this year's race. He warned the force would ""be taking action and that will ultimately mean we will be looking at arrested individuals and putting them before the courts"". Find BBC News: East of England on Facebook and Instagram. If you have a story suggestion email eastofenglandnews@bbc.co.uk or get in touch via WhatsApp on 0800 169 1830 Copyright 2024 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking. ","https://www.bbc.com/news/uk-england-northamptonshire-66120010",1
"Ethiopia: UK warns of food crisis triggered by war and drought","By James Landale",2024-02-05,"In Ayder hospital in Mekelle, the capital of Ethiopia's Tigray region, the corridors are filled with the hubbub of any busy medical facility. But in the paediatric wing, there is a stillness to the wards. For here lie children numbly bearing witness to the latest food crisis to ravage northern Ethiopia. Mostly babies, they are suffering from severe acute malnutrition. Their mothers sit silently at their beds, staring into the middle distance, clutching their infants to their breast, hoping what milk they have can deliver the salvation for which they yearn. For they and Ethiopia are suffering once again from a devastating legacy of conflict and drought, twin evils that in recent years have destroyed farms and crops and forced millions from their homes. The government says 16 million people across the country are facing food shortages, with almost half of those suffering emergency or severe levels of food insecurity. That means many are not just hungry, they are starving. This is why Tsega Tsigabu, 23, and her four-month-old son, Kidisty, are languishing in Ayder hospital. Her family were farmers. But their crops failed and they moved to Mekelle to try to survive. Like so many others, they ended up in a camp for people forced from their homes. Mrs Tsega's husband was in the army but he injured his hand and cannot work. She took her baby for a vaccination and the nurses saw instantly it was malnourished. ""Even when I was pregnant, I was not eating a balanced diet,"" Mrs Tsega tells us. ""I was not producing enough breast milk, that's why the baby has developed malnutrition. I just didn't have enough to eat at home."" Doctors at the hospital tell us the numbers of severely malnourished children being admitted have doubled since 2020 when the war between Tigrayan forces and Ethiopian and Eritrean armies began. A ceasefire was agreed in 2022 but the impact of the conflict still lingers with at least one million people still unable to return home remaining in the region. We travelled with the British Africa minister, Andrew Mitchell, to Agulae, an hours' drive north into the hills, where a clinic was assessing children from outlying villages. He watched as anxious mothers lined up to have the circumference of their children's arms measured; the less flesh on the bone, the more likely the malnutrition. The nurses showed him their charts and they all told a similar story of the numbers getting worse. ""There is clearly a risk of famine if we don't now take action,"" Mr Mitchell told the BBC. ""There are serious indicators of the danger of famine. If you ask me, 'Is there a famine taking place now in Ethiopia?' I say no, and we have the power to stop it. But if we don't take the necessary action now, then there is every danger that a famine will engulf this war-torn country which has suffered so much already."" He promised Britain would commit a further £100m ($125m) to help up to three million mothers and babies in Ethiopia get access to health care; a new fund to provide medicines and vaccines designed to end preventable deaths. But is famine in Ethiopia really likely? International aid agencies are cautious about using what some call ""the F- word"". It has a precise technical definition - 20% of households facing extreme food shortages, 30% of children under five with acute malnutrition, and two people out of every 10,000 dying every day. Few suggest those criteria have been formally met in Ethiopia. But for Getachew Reda, president of the Tigray interim regional administration, those definitions are otiose. He told the BBC there was an ""unfolding famine"" in Tigray. The numbers of those ""staring death in the eye"" were rising all the time, he told us, criticising the international community for its ""lacklustre"" response. ""One thing I know is that thousands of people who would otherwise have been able to feed themselves are not in a position to feed themselves and are succumbing to death because of starvation,"" Mr Getachew said. ""Whether you call it famine or a risk of famine or a potential famine, for me it's purely academic… What transpired in 1985, for example, would pale into comparison, if we fail to address the kind of unfolding famine that's staring us in the eye."" What he was referring to were the devastating crises of the mid-1980s when many hundreds of thousands died in a famine in Tigray and elsewhere. The BBC's powerful reporting of the humanitarian disaster prompted a wave of publicity and campaigning, including the Live Aid concert led by the musician Bob Geldof. These comparisons infuriate the federal government in Addis Ababa which denies there is famine. Shiferaw Teklemariam, commissioner of the Ethiopian disaster risk management commission, said Ethiopia was a victim of climate change. He warned regional governments against politicising the issue and urged them and the international community to do more. ""There is a drought, no famine,"" Mr Shiferaw told the BBC. ""The government is responding very seriously, but at the same time we call on all stakeholders to do their share."" There are politics here. Past famines in Ethiopia have sometimes been linked to the downfall of governments. Analysts say the word makes the current administration - led by Prime Minister Abiy Ahmed - nervous. The government is working with the UN to tackle the food crisis but the economy here is weak and budgets are being cut. The truth is that no-one really knows how bad this crisis is because hard data is difficult to obtain. Media access is limited. Many areas in the north are impossible for humanitarian agencies to visit because of continuing fighting, especially in Amhara. There, and in neighbouring Afar region, there are fears the food crisis could be even worse than in Tigray. Successive anecdotal evidence - reports from villages and towns across northern Ethiopia - suggest the situation is deteriorating. What most sides agree is the international community should be doing more. Last year USAID, America's development agency, and the United Nation's World Food Programme suspended humanitarian support for five months after it emerged that huge amounts were being stolen, much of it to feed various armed forces. This has aggravated the situation. The world is also distracted by conflicts in the Middle East and Ukraine and less attention and funding is being targeted at Ethiopia. The head of the UN here, Ramiz Alakbarov, said this was a forgotten crisis. ""The world is not paying attention,"" he said. ""We grieve for all the troubles and difficulties elsewhere, yet people in this part of the world cannot be forgotten. We need to get organised and donors need to step up contributions."" At a food distribution centre in Mekelle, we saw the World Food Programme doing what it could, handing out scoops of wheat and lentils along with cups of oil. The hungry queue up bearing QR codes which identify them, their households and their needs. But the food they get is a bare minimum and budgets are running thin. Claire Nevill, who speaks for the WFP in Ethiopia, said what was needed was not just food assistance but help to get people back to their farms so they can feed themselves. The problem is that parts of the country are still occupied by militias and Eritrean forces. ""In Ethiopia you have several overlapping crises at a time,"" she said. ""We have drought, people recovering from a two-year conflict, rising inflation, an upsurge in cases of disease and all of this together just pushes people further into hunger and malnutrition. So if we don't get food assistance to people right now, the situation will worsen."" Back in Ayder hospital we met Tsige Degef, 28, whose 15-month old daughter, Bereket, was malnourished. And her story was typical. Ms Tsige's extended family were forced to sell their oxen during the war to pay for expensive cereals. When peace came, the crops failed and there was nothing to fall back on. Ms Tsige was already struggling when Bereket fell ill. ""Her feet and legs were swollen,"" she said. ""I was so worried. She was vomiting every day. The fear of a mother with a sick child is the fear of death."" But Bereket is getting better and Ms Tsige is hopeful of leaving hospital. ""I wish she will heal soon,"" she said. ""I want to open a tea shop and sell things so I can better protect my child. I promise to do the best I can so that she doesn't suffer in the future."" Copyright 2024 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking. ","https://www.bbc.com/news/world-africa-68198484",0
